step,split,loss,lr,elapsed_min,kind
1220,train,4.9464497566223145,0.0002999992476118148,2.05767658551534,train
1230,train,4.9614481925964355,0.00029999923278680216,2.0753957351048786,train
1240,train,4.774470806121826,0.00029999921781715576,2.093042512734731,train
1250,train,4.8736369419097905,0.00029999920270287566,2.2167099754015607,eval
1250,val,5.255226373672485,0.00029999920270287566,2.2167099754015607,eval
1250,train,5.0441741943359375,0.00029999920270287566,2.2862824122111003,train
1260,train,4.990967750549316,0.0002999991874439619,2.2923834721247354,train
1270,train,4.780507564544678,0.0002999991720404144,2.3022515257199605,train
1280,train,4.97053861618042,0.0002999991564922333,2.3195294380187987,train
1290,train,4.733098030090332,0.0002999991407994186,2.3378914912541706,train
1300,train,4.885296821594238,0.0002999991249619702,2.3562681635220843,train
1310,train,4.85014533996582,0.0002999991089798882,2.374635668595632,train
1320,train,4.765632152557373,0.00029999909285317265,2.3930168588956198,train
1330,train,4.774972915649414,0.0002999990765818236,2.4113966464996337,train
1340,train,4.777772903442383,0.00029999906016584085,2.429781186580658,train
1350,train,4.741106033325195,0.00029999904360522464,2.4481072386105853,train
1360,train,4.709004878997803,0.00029999902689997494,2.4664191365242005,train
1370,train,4.928823471069336,0.0002999990100500917,2.4847885330518085,train
1380,train,4.8007049560546875,0.000299998993055575,2.5031203985214234,train
1390,train,4.752970218658447,0.0002999989759164248,2.521486028035482,train
1400,train,4.869444847106934,0.0002999989586326412,2.5398709058761595,train
1410,train,4.701858043670654,0.00029999894120422415,2.5582508087158202,train
1420,train,4.741892337799072,0.0002999989236311737,2.576638388633728,train
1430,train,4.829438209533691,0.00029999890591348984,2.594995375474294,train
1440,train,4.685622215270996,0.00029999888805117263,2.6133100231488546,train
1450,train,4.641228199005127,0.0002999988700442221,2.6316663702329,train
1460,train,4.6932692527771,0.00029999885189263824,2.650025427341461,train
1470,train,4.7893900871276855,0.00029999883359642105,2.6683775186538696,train
1480,train,4.82496452331543,0.00029999881515557054,2.686753781636556,train
1490,train,4.820158004760742,0.00029999879657008674,2.705134650071462,train
1500,train,4.76197847366333,0.00029999877783996973,2.8293690641721088,eval
1500,val,5.104441223144531,0.00029999877783996973,2.8293690641721088,eval
1500,train,4.795170307159424,0.00029999877783996973,2.8977320790290833,train
1510,train,4.822134971618652,0.0002999987589652195,2.905265514055888,train
1520,train,4.727506637573242,0.00029999873994583605,2.9173911690711973,train
1530,train,4.823990345001221,0.0002999987207818194,2.9352885365486143,train
1540,train,4.796677589416504,0.0002999987014731696,2.9536163131395976,train
1550,train,4.604779243469238,0.0002999986820198866,2.9719753940900167,train
1560,train,4.7636003494262695,0.0002999986624219705,2.9903297384579974,train
1570,train,4.710199356079102,0.0002999986426794213,3.0086886246999103,train
1580,train,4.672656536102295,0.000299998622792239,3.0270373543103535,train
1590,train,4.742860317230225,0.00029999860276042366,3.0454016168912252,train
1600,train,4.7396063804626465,0.00029999858258397525,3.063750139872233,train
1610,train,4.672404766082764,0.0002999985622628938,3.0820866346359255,train
1620,train,4.595376491546631,0.0002999985417971794,3.1004588921864826,train
1630,train,4.648288726806641,0.00029999852118683197,3.1188154300053914,train
1640,train,4.6985368728637695,0.0002999985004318516,3.1371623277664185,train
1650,train,4.6546711921691895,0.0002999984795322383,3.1555488228797914,train
1660,train,4.696048736572266,0.0002999984584879921,3.1738982439041137,train
1670,train,4.721799850463867,0.000299998437299113,3.1922285318374635,train
1680,train,4.665032863616943,0.00029999841596560104,3.2105874896049498,train
1690,train,4.6509928703308105,0.0002999983944874562,3.2289496382077534,train
1700,train,4.7136054039001465,0.0002999983728646786,3.247308377424876,train
1710,train,4.682886123657227,0.00029999835109726817,3.265676712989807,train
1720,train,4.656197547912598,0.000299998329185225,3.2840561230977374,train
1730,train,4.725738048553467,0.000299998307128549,3.3023789167404174,train
1740,train,4.656911373138428,0.0002999982849272403,3.3206967671712238,train
1750,train,4.6892502403259275,0.00029999826258129893,3.4449493209520976,eval
1750,val,4.994009675979615,0.00029999826258129893,3.4449493209520976,eval
1750,train,4.720925331115723,0.00029999826258129893,3.517630918820699,train
1760,train,4.560202598571777,0.00029999824009072486,3.5248484373092652,train
1770,train,4.513314247131348,0.0002999982174555181,3.5391573826471965,train
1780,train,4.623346328735352,0.0002999981946756788,3.5574694911638898,train
1790,train,4.643343448638916,0.0002999981717512068,3.575810428460439,train
1800,train,4.532093524932861,0.00029999814868210227,3.5941569964090982,train
1810,train,4.577061176300049,0.00029999812546836513,3.612519085407257,train
1820,train,4.651643753051758,0.00029999810210999553,3.630855055650075,train
1830,train,4.6960649490356445,0.00029999807860699336,3.6491906801859537,train
1840,train,4.59174108505249,0.00029999805495935873,3.6675580501556397,train
1850,train,4.658319473266602,0.00029999803116709164,3.6859280109405517,train
1860,train,4.504960060119629,0.0002999980072301921,3.704300836722056,train
1870,train,4.655898094177246,0.0002999979831486602,3.722680326302846,train
1880,train,4.7074151039123535,0.0002999979589224959,3.7410515785217284,train
1890,train,4.6067094802856445,0.00029999793455169925,3.7594054619471233,train
1900,train,4.61544942855835,0.0002999979100362702,3.777778164545695,train
1910,train,4.575677871704102,0.00029999788537620896,3.7961533824602762,train
1920,train,4.614249229431152,0.0002999978605715154,3.8145277221997578,train
1930,train,4.593730449676514,0.0002999978356221896,3.832908829053243,train
1940,train,4.661661148071289,0.00029999781052823154,3.8512630899747213,train
1950,train,4.686772346496582,0.0002999977852896413,3.869612967967987,train
1960,train,4.664086818695068,0.0002999977599064189,3.88793629805247,train
1970,train,4.502096176147461,0.0002999977343785644,3.906298025449117,train
1980,train,4.71906042098999,0.0002999977087060777,3.924689479668935,train
1990,train,4.593379020690918,0.00029999768288895896,3.943062222003937,train
2000,train,4.5686312103271485,0.00029999765692720814,4.0671310742696125,eval
2000,val,4.891532773971558,0.00029999765692720814,4.0671310742696125,eval
2000,train,4.492352485656738,0.00029999765692720814,4.137750403086344,train
2010,train,4.588952541351318,0.00029999763082082535,4.145647935072581,train
2020,train,4.465310573577881,0.0002999976045698105,4.159164957205454,train
2030,train,4.433743000030518,0.0002999975781741637,4.177497573693594,train
2040,train,4.537343978881836,0.00029999755163388493,4.195835530757904,train
2050,train,4.627655029296875,0.00029999752494897424,4.214180346330007,train
2060,train,4.541419506072998,0.0002999974981194317,4.232542761166891,train
2070,train,4.346522331237793,0.00029999747114525723,4.250888093312581,train
2080,train,4.37077522277832,0.000299997444026451,4.269211208820343,train
2090,train,4.51774787902832,0.0002999974167630129,4.287559254964193,train
2100,train,4.545217990875244,0.00029999738935494307,4.305916623274485,train
2110,train,4.528976917266846,0.0002999973618022415,4.324255919456482,train
2120,train,4.461551666259766,0.0002999973341049082,4.342608602841695,train
2130,train,4.397667407989502,0.00029999730626294326,4.360970107714335,train
2140,train,4.518890857696533,0.0002999972782763466,4.37929040590922,train
2150,train,4.383270740509033,0.00029999725014511836,4.397615528106689,train
2160,train,4.573817253112793,0.00029999722186925846,4.415935031572977,train
2170,train,4.680250644683838,0.0002999971934487671,4.434232103824615,train
2180,train,4.705165386199951,0.0002999971648836441,4.452570458253224,train
2190,train,4.452425479888916,0.00029999713617388964,4.480200548966725,train
2200,train,4.423399925231934,0.00029999710731950374,4.49851690530777,train
2210,train,4.543400764465332,0.00029999707832048636,4.51684105793635,train
2220,train,4.558320999145508,0.00029999704917683755,4.535185567537943,train
2230,train,4.453591823577881,0.0002999970198885574,4.5535446008046465,train
2240,train,4.536649227142334,0.0002999969904556459,4.571915384133657,train
2250,train,4.488170557022094,0.00029999696087810307,4.69612975915273,eval
2250,val,4.816443939208984,0.00029999696087810307,4.69612975915273,eval
2250,train,4.612257957458496,0.00029999696087810307,4.765459446112315,train
2260,train,4.517613410949707,0.00029999693115592897,4.772353867689769,train
2270,train,4.5653157234191895,0.00029999690128912354,4.783364979426066,train
2280,train,4.468074321746826,0.00029999687127768695,4.801087868213654,train
2290,train,4.444148063659668,0.0002999968411216192,4.8194376985232035,train
2300,train,4.436043739318848,0.0002999968108209203,4.837771161397298,train
2310,train,4.565398216247559,0.00029999678037559023,4.856111244360606,train
2320,train,4.5323028564453125,0.00029999674978562906,4.874472916126251,train
2330,train,4.336618900299072,0.00029999671905103683,4.892832962671916,train
2340,train,4.4266767501831055,0.0002999966881718136,4.911182924111684,train
2350,train,4.414286136627197,0.00029999665714795933,4.929541603724162,train
2360,train,4.467944622039795,0.00029999662597947417,4.947896492481232,train
2370,train,4.436408996582031,0.00029999659466635806,4.966230316956838,train
2380,train,4.5980048179626465,0.00029999656320861106,4.984561431407928,train
2390,train,4.367164611816406,0.0002999965316062332,5.002920206387838,train
2400,train,4.299202919006348,0.00029999649985922445,5.021274570624033,train
2410,train,4.4912896156311035,0.000299996467967585,5.039632109800975,train
2420,train,4.528827667236328,0.0002999964359313147,5.057958670457205,train
2430,train,4.585657119750977,0.00029999640375041376,5.076349135239919,train
2440,train,4.385486125946045,0.00029999637142488214,5.094720860322316,train
2450,train,4.481662273406982,0.00029999633895471983,5.113038317362467,train
2460,train,4.441555023193359,0.00029999630633992686,5.131398185094198,train
2470,train,4.406270980834961,0.0002999962735805034,5.1497548143068945,train
2480,train,4.395737648010254,0.0002999962406764493,5.168111964066823,train
2490,train,4.620373725891113,0.0002999962076277647,5.1864407936731975,train
2500,train,4.454009342193603,0.0002999961744344497,5.31064815123876,eval
2500,val,4.765662813186646,0.0002999961744344497,5.31064815123876,eval
2500,train,4.45907735824585,0.0002999961744344497,5.379678905010223,train
2510,train,4.428312301635742,0.0002999961410965042,5.387412079175314,train
2520,train,4.495051383972168,0.00029999610761392826,5.402755622069041,train
2530,train,4.402535438537598,0.00029999607398672204,5.421117639541626,train
2540,train,4.305372714996338,0.0002999960402148854,5.439487795035045,train
2550,train,4.543263912200928,0.00029999600629841846,5.457837847868602,train
2560,train,4.441247463226318,0.0002999959722373213,5.476211953163147,train
2570,train,4.365607738494873,0.0002999959380315939,5.494588565826416,train
2580,train,4.456649303436279,0.00029999590368123634,5.512952009836833,train
2590,train,4.275017738342285,0.0002999958691862486,5.531273714701334,train
2600,train,4.4214186668396,0.00029999583454663075,5.549624852339426,train
2610,train,4.332239151000977,0.0002999957997623828,5.5679871757825214,train
2620,train,4.374632835388184,0.00029999576483350486,5.586328951517741,train
2630,train,4.250174522399902,0.00029999572975999685,5.604667071501414,train
2640,train,4.33924674987793,0.0002999956945418589,5.62304691473643,train
2650,train,4.411378860473633,0.00029999565917909103,5.641415933767955,train
2660,train,4.495728015899658,0.0002999956236716933,5.65974938472112,train
2670,train,4.505192279815674,0.0002999955880196656,5.6780803600947065,train
2680,train,4.239577293395996,0.0002999955522230082,5.696436488628388,train
2690,train,4.4743475914001465,0.000299995516281721,5.714785504341125,train
2700,train,4.310089111328125,0.0002999954801958041,5.733116122086843,train
2710,train,4.395777702331543,0.0002999954439652574,5.751501814524333,train
2720,train,4.3816142082214355,0.0002999954075900811,5.769861845175425,train
2730,train,4.317902088165283,0.0002999953710702752,5.788188819090525,train
2740,train,4.454804420471191,0.00029999533440583967,5.806520660718282,train
2750,train,4.3821061420440675,0.00029999529759677465,5.930681824684143,eval
2750,val,4.699701595306396,0.00029999529759677465,5.930681824684143,eval
2750,train,4.4971089363098145,0.00029999529759677465,6.013228897253672,train
2760,train,4.4105119705200195,0.0002999952606430801,6.020087877909343,train
2770,train,4.280822277069092,0.000299995223544756,6.031090207894644,train
2780,train,4.38235330581665,0.0002999951863018026,6.048795012633006,train
2790,train,4.376776695251465,0.00029999514891421977,6.067165323098501,train
2800,train,4.480606555938721,0.0002999951113820076,6.0855339090029394,train
2810,train,4.369504451751709,0.0002999950737051661,6.103863191604614,train
2820,train,4.302476406097412,0.0002999950358836954,6.122206715742747,train
2830,train,4.357786178588867,0.00029999499791759544,6.140531301498413,train
2840,train,4.32993221282959,0.0002999949598068663,6.1588860313097635,train
2850,train,4.506938934326172,0.000299994921551508,6.177215393384298,train
2860,train,4.36871337890625,0.0002999948831515206,6.1955822269121805,train
2870,train,4.21055793762207,0.00029999484460690415,6.2139082511266075,train
2880,train,4.3736114501953125,0.0002999948059176587,6.232241574923197,train
2890,train,4.3689470291137695,0.0002999947670837843,6.2506086508433025,train
2900,train,4.446033000946045,0.0002999947281052809,6.26896448135376,train
2910,train,4.423886775970459,0.00029999468898214866,6.28731529712677,train
2920,train,4.340001106262207,0.00029999464971438753,6.30568570693334,train
2930,train,4.260102272033691,0.0002999946103019976,6.324051276842753,train
2940,train,4.348686218261719,0.0002999945707449789,6.342420546213786,train
2950,train,4.380027770996094,0.0002999945310433315,6.36080539226532,train
2960,train,4.225393772125244,0.0002999944911970554,6.3792189677556355,train
2970,train,4.213847637176514,0.00029999445120615066,6.397588753700257,train
2980,train,4.264617443084717,0.0002999944110706173,6.4159698208173115,train
2990,train,4.254092216491699,0.00029999437079045546,6.434305775165558,train
3000,train,4.327624559402466,0.000299994330365665,6.558423034350077,eval
3000,val,4.640282144546509,0.000299994330365665,6.558423034350077,eval
3000,train,4.337841510772705,0.000299994330365665,6.6252309004465735,train
3010,train,4.2342305183410645,0.0002999942897962462,6.632383481661479,train
3020,train,4.327700614929199,0.00029999424908219886,6.643216347694397,train
3030,train,4.350569248199463,0.0002999942082235232,6.660342252254486,train
3040,train,4.359724521636963,0.00029999416722021916,6.67872074842453,train
3050,train,4.156755447387695,0.0002999941260722869,6.6970982591311135,train
3060,train,4.379683971405029,0.0002999940847797263,6.715477720896403,train
3070,train,4.413884162902832,0.00029999404334253755,6.733856503168742,train
3080,train,4.3405866622924805,0.0002999940017607207,6.752242783705394,train
3090,train,4.178948879241943,0.0002999939600342756,6.770625531673431,train
3100,train,4.161013603210449,0.00029999391816320256,6.788988669713338,train
3110,train,4.073881149291992,0.0002999938761475014,6.807365318139394,train
3120,train,4.276960372924805,0.0002999938339871723,6.825766781965892,train
3130,train,4.257760524749756,0.0002999937916822153,6.84416181643804,train
3140,train,4.312946319580078,0.00029999374923263034,6.8625446319580075,train
3150,train,4.267879486083984,0.00029999370663841757,6.880902449289958,train
3160,train,4.16981315612793,0.000299993663899577,6.899241610368093,train
3170,train,4.367074012756348,0.0002999936210161087,6.917617209752401,train
3180,train,4.2197065353393555,0.0002999935779880127,6.935989312330881,train
3190,train,4.343239784240723,0.000299993534815289,6.954406368732452,train
3200,train,4.236640453338623,0.00029999349149793764,6.973092345396678,train
3210,train,4.308417320251465,0.0002999934480359588,6.991439771652222,train
3220,train,4.2646260261535645,0.0002999934044293524,7.009799067179362,train
3230,train,4.205786228179932,0.0002999933606781185,7.028144005934397,train
3240,train,4.334952354431152,0.00029999331678225724,7.046561968326569,train
3250,train,4.285947151184082,0.00029999327274176854,7.170877234141032,eval
3250,val,4.582683372497558,0.00029999327274176854,7.170877234141032,eval
3250,train,4.347177028656006,0.00029999327274176854,7.2447175741195675,train
3260,train,4.135704040527344,0.0002999932285566525,7.251341108481089,train
3270,train,4.101129531860352,0.00029999318422690925,7.262237727642059,train
3280,train,4.329833984375,0.00029999313975253867,7.278185784816742,train
3290,train,4.263793468475342,0.00029999309513354094,7.296547055244446,train
3300,train,4.175819396972656,0.0002999930503699161,7.314900648593903,train
3310,train,4.156029224395752,0.00029999300546166413,7.333198932806651,train
3320,train,4.27472448348999,0.00029999296040878506,7.351525580883026,train
3330,train,4.217615604400635,0.00029999291521127906,7.369852956136068,train
3340,train,4.164343357086182,0.0002999928698691461,7.388206934928894,train
3350,train,4.293065071105957,0.00029999282438238626,7.406577984491984,train
3360,train,4.311535358428955,0.00029999277875099946,7.424946610132853,train
3370,train,4.206719398498535,0.000299992732974986,7.4432967384656274,train
3380,train,4.340083122253418,0.00029999268705434566,7.461642936865489,train
3390,train,4.31273889541626,0.00029999264098907867,7.480015428860982,train
3400,train,4.145519733428955,0.00029999259477918506,7.498319554328918,train
3410,train,4.109820365905762,0.0002999925484246648,7.516669873396555,train
3420,train,4.197782516479492,0.0002999925019255179,7.535033750534057,train
3430,train,4.168976783752441,0.00029999245528174466,7.553403643767039,train
3440,train,4.256813049316406,0.00029999240849334485,7.571755353609721,train
3450,train,4.166536808013916,0.0002999923615603187,7.590106022357941,train
3460,train,4.237581729888916,0.0002999923144826661,7.6084560513496395,train
3470,train,4.228203773498535,0.0002999922672603873,7.626792887846629,train
3480,train,4.293255805969238,0.0002999922198934821,7.645129632949829,train
3490,train,4.265024185180664,0.00029999217238195085,7.663488701979319,train
3500,train,4.243454852104187,0.0002999921247257934,7.787686983744304,eval
3500,val,4.535049867630005,0.0002999921247257934,7.787686983744304,eval
3500,train,4.15046501159668,0.0002999921247257934,7.853070382277171,train
3510,train,4.346113204956055,0.0002999920769250098,7.859949652353922,train
3520,train,4.200597286224365,0.00029999202897960014,7.873863649368286,train
3530,train,4.284341812133789,0.00029999198088956455,7.892226688067118,train
3540,train,4.094533443450928,0.00029999193265490295,7.910564295450846,train
3550,train,4.082143783569336,0.00029999188427561545,7.928900806109111,train
3560,train,4.173798084259033,0.00029999183575170216,7.9472412943840025,train
3570,train,4.203632831573486,0.000299991787083163,7.965617994467418,train
3580,train,4.266391754150391,0.0002999917382699982,7.984016648928324,train
3590,train,4.315511703491211,0.0002999916893122076,8.002387877305349,train
3600,train,4.125843048095703,0.0002999916402097914,8.020722965399424,train
3610,train,4.2565789222717285,0.00029999159096274965,8.039065889517467,train
3620,train,4.156509876251221,0.00029999154157108235,8.057403000195821,train
3630,train,4.2508015632629395,0.00029999149203478953,8.075735847155253,train
3640,train,4.244577884674072,0.00029999144235387136,8.09408433039983,train
3650,train,4.218031883239746,0.00029999139252832776,8.112461876869201,train
3660,train,4.251281261444092,0.00029999134255815886,8.13084148168564,train
3670,train,4.2627177238464355,0.0002999912924433647,8.14916166861852,train
3680,train,4.049901008605957,0.0002999912421839453,8.16749682823817,train
3690,train,4.222692489624023,0.0002999911917799008,8.186624709765116,train
3700,train,3.930208444595337,0.00029999114123123113,8.204948230584462,train
3710,train,4.384486198425293,0.0002999910905379364,8.223367619514466,train
3720,train,4.146048545837402,0.00029999103970001676,8.241743206977844,train
3730,train,4.2844696044921875,0.00029999098871747213,8.260124643643698,train
3740,train,4.378133296966553,0.00029999093759030263,8.278475038210551,train
3750,train,4.1800057363510135,0.00029999088631850826,8.402642166614532,eval
3750,val,4.497169122695923,0.00029999088631850826,8.402642166614532,eval
3750,train,4.470626354217529,0.00029999088631850826,8.476392761866252,train
3760,train,4.286276340484619,0.0002999908349020891,8.484609965483347,train
3770,train,4.314669132232666,0.0002999907833410452,8.500572955608368,train
3780,train,4.156952857971191,0.0002999907316353768,8.518923699855804,train
3790,train,4.184072971343994,0.0002999906797850836,8.537264903386435,train
3800,train,4.011114120483398,0.0002999906277901659,8.555631705125172,train
3810,train,4.185362815856934,0.0002999905756506237,8.574000100294748,train
3820,train,4.187527179718018,0.00029999052336645714,8.592343950271607,train
3830,train,4.347775936126709,0.00029999047093766607,8.610709325472515,train
3840,train,4.208553791046143,0.0002999904183642507,8.629080939292908,train
3850,train,4.269757270812988,0.0002999903656462111,8.647450725237528,train
3860,train,4.211360454559326,0.00029999031278354725,8.665824910004934,train
