,step,split,loss,lr,elapsed_min,kind,source_file
4762,44110,train,3.458550214767456,0.0002527461008411,7.426451408863068,train,losses.csv
4763,44120,train,3.417586326599121,0.0002527259295598,7.431136631965638,train,losses.csv
4764,44130,train,3.466227769851685,0.0002527057548879,7.435816140969594,train,losses.csv
4765,44140,train,3.558549165725708,0.0002526855768263,7.440497620900472,train,losses.csv
4766,44150,train,3.4107134342193604,0.0002526653953756,7.445186726252237,train,losses.csv
4767,44160,train,3.3856089115142822,0.0002526452105367,7.449864792823791,train,losses.csv
4768,44170,train,3.3210465908050537,0.0002526250223103,7.454551462332407,train,losses.csv
4769,44180,train,3.444497585296631,0.0002526048306972,7.459225408236185,train,losses.csv
4770,44190,train,3.4670372009277344,0.0002525846356983,7.46390121380488,train,losses.csv
4771,44200,train,3.4559850692749023,0.0002525644373142,7.468605709075928,train,losses.csv
4772,44210,train,3.382380485534668,0.0002525442355458,7.473284943898519,train,losses.csv
4773,44220,train,3.5177910327911377,0.0002525240303938,7.477970397472381,train,losses.csv
4774,44230,train,3.464796304702759,0.000252503821859,7.482657635211945,train,losses.csv
4775,44240,train,3.4176857471466064,0.0002524836099423,7.487339731057485,train,losses.csv
4778,44250,train,3.4279168367385866,0.0002524633946443,7.517784051100413,eval,losses.csv
4776,44250,train,3.411473274230957,0.0002524633946443,7.518273913860321,train,losses.csv
4777,44250,val,3.4378965950012206,0.0002524633946443,7.517784051100413,eval,losses.csv
4779,44260,train,3.4484047889709473,0.0002524431759659,7.522974093755086,train,losses.csv
4780,44270,train,3.432130813598633,0.0002524229539078,7.527652009328206,train,losses.csv
4781,44280,train,3.4273440837860107,0.0002524027284709,7.532332428296408,train,losses.csv
4782,44290,train,3.3197872638702393,0.0002523824996559,7.537006636460622,train,losses.csv
4783,44300,train,3.390000343322754,0.0002523622674635,7.541684854030609,train,losses.csv
4784,44310,train,3.3356826305389404,0.0002523420318947,7.546367951234182,train,losses.csv
4785,44320,train,3.5686750411987305,0.0002523217929501,7.551034692923228,train,losses.csv
4786,44330,train,3.400081157684326,0.0002523015506305,7.555720007419586,train,losses.csv
4787,44340,train,3.465797662734986,0.0002522813049368,7.560399031639099,train,losses.csv
4788,44350,train,3.367265224456787,0.0002522610558696,7.5650663057963055,train,losses.csv
4789,44360,train,3.3741226196289062,0.0002522408034299,7.56975394487381,train,losses.csv
4790,44370,train,3.402282238006592,0.0002522205476183,7.574430624643962,train,losses.csv
4791,44380,train,3.3999135494232178,0.0002522002884357,7.579110217094422,train,losses.csv
4792,44390,train,3.3433096408843994,0.0002521800258828,7.583788740634918,train,losses.csv
4793,44400,train,3.294562816619873,0.0002521597599604,7.588474464416504,train,losses.csv
4794,44410,train,3.4082298278808594,0.0002521394906693,7.593151581287384,train,losses.csv
4795,44420,train,3.420304298400879,0.0002521192180103,7.597837026913961,train,losses.csv
4796,44430,train,3.3804759979248047,0.0002520989419842,7.602517314751943,train,losses.csv
4797,44440,train,3.4912571907043457,0.0002520786625917,7.60719846089681,train,losses.csv
4798,44450,train,3.5339293479919434,0.0002520583798337,7.611873225371043,train,losses.csv
4799,44460,train,3.458260297775269,0.0002520380937109,7.616547648111979,train,losses.csv
4800,44470,train,3.339634895324707,0.000252017804224,7.6212223728497825,train,losses.csv
4801,44480,train,3.382926225662231,0.000251997511374,7.625900212923685,train,losses.csv
4802,44490,train,3.3810036182403564,0.0002519772151615,7.6305734515190125,train,losses.csv
4805,44500,train,3.429305667877198,0.0002519569155874,7.661043302218119,eval,losses.csv
4803,44500,train,3.4715354442596436,0.0002519569155874,7.661539804935456,train,losses.csv
4804,44500,val,3.441783895492554,0.0002519569155874,7.661043302218119,eval,losses.csv
4806,44510,train,3.328019857406616,0.0002519366126525,7.666253240903219,train,losses.csv
4807,44520,train,3.369476318359375,0.0002519163063574,7.670940792560577,train,losses.csv
4808,44530,train,3.4894020557403564,0.0002518959967031,7.675618986288707,train,losses.csv
4809,44540,train,3.415992975234986,0.0002518756836903,7.680308206876119,train,losses.csv
4810,44550,train,3.4775795936584473,0.0002518553673197,7.684992893536886,train,losses.csv
4811,44560,train,3.477867126464844,0.0002518350475923,7.6896787762641905,train,losses.csv
4812,44570,train,3.4460184574127197,0.0002518147245086,7.694354856014252,train,losses.csv
4813,44580,train,3.4992430210113525,0.0002517943980696,7.69905424118042,train,losses.csv
4814,44590,train,3.449009895324707,0.000251774068276,7.7037399450937905,train,losses.csv
4815,44600,train,3.458482503890991,0.0002517537351287,7.708422648906708,train,losses.csv
4816,44610,train,3.4156620502471924,0.0002517333986283,7.713114953041076,train,losses.csv
4817,44620,train,3.3310322761535645,0.0002517130587757,7.717803219954173,train,losses.csv
4818,44630,train,3.3633413314819336,0.0002516927155717,7.722478600343068,train,losses.csv
4819,44640,train,3.4575634002685547,0.000251672369017,7.727171774705251,train,losses.csv
4820,44650,train,3.3975472450256348,0.0002516520191125,7.731837360064189,train,losses.csv
4821,44660,train,3.431342601776123,0.0002516316658589,7.736514604091644,train,losses.csv
4822,44670,train,3.370306491851806,0.000251611309257,7.741196664174398,train,losses.csv
4823,44680,train,3.445535898208618,0.0002515909493076,7.745882205168406,train,losses.csv
4824,44690,train,3.372288703918457,0.0002515705860114,7.75057688554128,train,losses.csv
4825,44700,train,3.491539239883423,0.0002515502193694,7.755255432923635,train,losses.csv
4826,44710,train,3.354919910430908,0.0002515298493822,7.7599592487017315,train,losses.csv
4827,44720,train,3.318148374557495,0.0002515094760507,7.764642779032389,train,losses.csv
4828,44730,train,3.4254918098449707,0.0002514890993756,7.769338428974152,train,losses.csv
4829,44740,train,3.526301622390747,0.0002514687193577,7.774023846785227,train,losses.csv
4832,44750,train,3.423119316101074,0.0002514483359978,7.804512659708659,eval,losses.csv
4830,44750,train,3.371202230453491,0.0002514483359978,7.80500807762146,train,losses.csv
4831,44750,val,3.4244715356826783,0.0002514483359978,7.804512659708659,eval,losses.csv
4833,44760,train,3.318591594696045,0.0002514279492967,7.809718942642212,train,losses.csv
4834,44770,train,3.39208722114563,0.0002514075592552,7.814402866363525,train,losses.csv
4835,44780,train,3.5252702236175537,0.0002513871658741,7.819084938367208,train,losses.csv
4836,44790,train,3.4346678256988525,0.0002513667691542,7.82377694050471,train,losses.csv
4837,44800,train,3.471827507019043,0.0002513463690962,7.828462247053782,train,losses.csv
4838,44810,train,3.283339262008667,0.0002513259657009,7.83315414985021,train,losses.csv
4839,44820,train,3.4078426361083984,0.0002513055589691,7.837827583154042,train,losses.csv
4840,44830,train,3.406507968902588,0.0002512851489017,7.842516334851583,train,losses.csv
4841,44840,train,3.2724337577819824,0.0002512647354994,7.847199547290802,train,losses.csv
4842,44850,train,3.5433454513549805,0.000251244318763,7.851881162325541,train,losses.csv
4843,44860,train,3.361514091491699,0.0002512238986932,7.856575838724772,train,losses.csv
4844,44870,train,3.5012919902801514,0.0002512034752909,7.861258228619893,train,losses.csv
4845,44880,train,3.4597344398498535,0.0002511830485569,7.865948744614919,train,losses.csv
4846,44890,train,3.348266124725342,0.000251162618492,7.870628233750661,train,losses.csv
4847,44900,train,3.376696825027466,0.0002511421850968,7.875319941838582,train,losses.csv
4848,44910,train,3.4162919521331787,0.0002511217483724,7.880014928181966,train,losses.csv
4849,44920,train,3.4072670936584473,0.0002511013083193,7.884715191523234,train,losses.csv
4850,44930,train,3.3318827152252197,0.0002510808649384,7.889391132195791,train,losses.csv
4851,44940,train,3.402984619140625,0.0002510604182306,7.894096450010935,train,losses.csv
4852,44950,train,3.3156545162200928,0.0002510399681965,7.898817968368531,train,losses.csv
4853,44960,train,3.4448492527008057,0.000251019514837,7.9035093784332275,train,losses.csv
4854,44970,train,3.3485677242279053,0.0002509990581529,7.908201201756795,train,losses.csv
4855,44980,train,3.4240574836730957,0.0002509785981449,7.912901294231415,train,losses.csv
4856,44990,train,3.448223114013672,0.0002509581348139,7.917587872346243,train,losses.csv
4859,45000,train,3.4286334991455076,0.0002509376681606,7.948090422153473,eval,losses.csv
4857,45000,train,3.2955968379974365,0.0002509376681606,7.948581655820211,train,losses.csv
4858,45000,val,3.438816866874695,0.0002509376681606,7.948090422153473,eval,losses.csv
4860,45010,train,3.382742404937744,0.0002509171981859,7.953280019760132,train,losses.csv
4861,45020,train,3.4641263484954834,0.0002508967248905,7.957971306641896,train,losses.csv
4862,45030,train,3.395082473754883,0.0002508762482752,7.962649385134379,train,losses.csv
4863,45040,train,3.3957808017730713,0.0002508557683408,7.967349505424499,train,losses.csv
4864,45050,train,3.394256353378296,0.0002508352850882,7.972025569279989,train,losses.csv
4865,45060,train,3.4554243087768555,0.000250814798518,7.97670621474584,train,losses.csv
4866,45070,train,3.4387669563293457,0.0002507943086311,7.981389395395914,train,losses.csv
4867,45080,train,3.468186378479004,0.0002507738154282,7.9860622644424435,train,losses.csv
4868,45090,train,3.3156020641326904,0.0002507533189103,7.990737362702688,train,losses.csv
4869,45100,train,3.468113899230957,0.000250732819078,7.9954257845878605,train,losses.csv
4870,45110,train,3.3601837158203125,0.0002507123159321,8.000105500221252,train,losses.csv
4871,45120,train,3.440727710723877,0.0002506918094735,8.004782776037851,train,losses.csv
4872,45130,train,3.4708688259124756,0.0002506712997029,8.009460218747456,train,losses.csv
4873,45140,train,3.4124057292938232,0.0002506507866212,8.014146260420482,train,losses.csv
4874,45150,train,3.453775644302368,0.0002506302702291,8.018843924999237,train,losses.csv
4875,45160,train,3.3904995918273926,0.0002506097505274,8.023522233963012,train,losses.csv
4876,45170,train,3.4305849075317383,0.0002505892275169,8.028215070565542,train,losses.csv
4877,45180,train,3.4063940048217773,0.0002505687011984,8.032896073659261,train,losses.csv
4878,45190,train,3.481692314147949,0.0002505481715727,8.037575936317443,train,losses.csv
4879,45200,train,3.425753355026245,0.0002505276386406,8.042259164651234,train,losses.csv
4880,45210,train,3.413135051727295,0.0002505071024028,8.046947157382965,train,losses.csv
4881,45220,train,3.4651741981506348,0.0002504865628603,8.051621762911479,train,losses.csv
4882,45230,train,3.4319446086883545,0.0002504660200137,8.056293193499247,train,losses.csv
4883,45240,train,3.4926505088806152,0.0002504454738639,8.060979211330414,train,losses.csv
4886,45250,train,3.4236785554885865,0.0002504249244116,8.091419927279155,eval,losses.csv
4884,45250,train,3.359383344650269,0.0002504249244116,8.09191194375356,train,losses.csv
4885,45250,val,3.420700163841248,0.0002504249244116,8.091419927279155,eval,losses.csv
4887,45260,train,3.349134922027588,0.0002504043716577,8.096630251407623,train,losses.csv
4888,45270,train,3.4582364559173584,0.000250383815603,8.101306700706482,train,losses.csv
4889,45280,train,3.3371450901031494,0.0002503632562481,8.105991125106812,train,losses.csv
4890,45290,train,3.533322811126709,0.000250342693594,8.110667578379314,train,losses.csv
4891,45300,train,3.466104745864868,0.0002503221276415,8.115399702390034,train,losses.csv
4892,45310,train,3.539633512496948,0.0002503015583913,8.12008030017217,train,losses.csv
4893,45320,train,3.4650955200195312,0.0002502809858441,8.124758021036785,train,losses.csv
4894,45330,train,3.4143288135528564,0.0002502604100009,8.129436973730723,train,losses.csv
4895,45340,train,3.437396287918091,0.0002502398308625,8.134122852484385,train,losses.csv
4896,45350,train,3.471614360809326,0.0002502192484295,8.138804546991985,train,losses.csv
4897,45360,train,3.406435966491699,0.0002501986627028,8.143497550487519,train,losses.csv
4898,45370,train,3.4368600845336914,0.0002501780736832,8.148189119497935,train,losses.csv
4899,45380,train,3.4292054176330566,0.0002501574813715,8.152876003583271,train,losses.csv
4900,45390,train,3.464144229888916,0.0002501368857685,8.157552087306977,train,losses.csv
4901,45400,train,3.434711456298828,0.000250116286875,8.162242845694225,train,losses.csv
4902,45410,train,3.384139060974121,0.0002500956846917,8.166925660769145,train,losses.csv
4903,45420,train,3.4675991535186768,0.0002500750792196,8.171600906054179,train,losses.csv
4904,45430,train,3.4136362075805664,0.0002500544704593,8.176280721028645,train,losses.csv
4905,45440,train,3.39609694480896,0.0002500338584117,8.180954047044118,train,losses.csv
4906,45450,train,3.424445629119873,0.0002500132430775,8.185628151893615,train,losses.csv
4907,45460,train,3.3498406410217285,0.0002499926244576,8.190318608283997,train,losses.csv
4908,45470,train,3.37668776512146,0.0002499720025528,8.195022292931874,train,losses.csv
4909,45480,train,3.3950250148773193,0.0002499513773638,8.19970076084137,train,losses.csv
4910,45490,train,3.4174582958221436,0.0002499307488915,8.204378362496694,train,losses.csv
4913,45500,train,3.4092385149002076,0.0002499101171366,8.234808365503946,eval,losses.csv
4911,45500,train,3.441713333129883,0.0002499101171366,8.23530920346578,train,losses.csv
4912,45500,val,3.4270814418792725,0.0002499101171366,8.234808365503946,eval,losses.csv
4914,45510,train,3.401036262512207,0.0002498894821,8.24001274506251,train,losses.csv
4915,45520,train,3.468317985534668,0.0002498688437825,8.244697173436483,train,losses.csv
4916,45530,train,3.458120584487915,0.0002498482021847,8.249386934439341,train,losses.csv
4917,45540,train,3.4879112243652344,0.0002498275573076,8.254062108198802,train,losses.csv
4918,45550,train,3.3439977169036865,0.000249806909152,8.25874035358429,train,losses.csv
4919,45560,train,3.425633668899536,0.0002497862577186,8.263434366385143,train,losses.csv
4920,45570,train,3.3966970443725586,0.0002497656030082,8.268110887209575,train,losses.csv
4921,45580,train,3.459102153778076,0.0002497449450217,8.272786319255829,train,losses.csv
4922,45590,train,3.4047703742980957,0.0002497242837598,8.27746110757192,train,losses.csv
4923,45600,train,3.4784600734710693,0.0002497036192233,8.28214779694875,train,losses.csv
4924,45610,train,3.466137647628784,0.0002496829514131,8.286822549502055,train,losses.csv
4925,45620,train,3.3837265968322754,0.0002496622803298,8.29150941769282,train,losses.csv
4926,45630,train,3.457850456237793,0.0002496416059745,8.296198813120524,train,losses.csv
4927,45640,train,3.383120059967041,0.0002496209283477,8.300881282488506,train,losses.csv
4928,45650,train,3.408636569976806,0.0002496002474504,8.305559647083282,train,losses.csv
4929,45660,train,3.5351762771606445,0.0002495795632833,8.31024136543274,train,losses.csv
4930,45670,train,3.4332332611083984,0.0002495588758472,8.31492660442988,train,losses.csv
4931,45680,train,3.452078104019165,0.0002495381851429,8.319620891412098,train,losses.csv
4932,45690,train,3.4630444049835205,0.0002495174911713,8.324313080310821,train,losses.csv
4933,45700,train,3.3451623916625977,0.0002494967939331,8.328985997041066,train,losses.csv
4934,45710,train,3.4253573417663574,0.0002494760934291,8.333674903710683,train,losses.csv
4935,45720,train,3.226848840713501,0.0002494553896601,8.338354055086771,train,losses.csv
4936,45730,train,3.4287705421447754,0.000249434682627,8.343027516206105,train,losses.csv
4937,45740,train,3.3397927284240723,0.0002494139723305,8.34772021373113,train,losses.csv
4940,45750,train,3.420222454071045,0.0002493932587714,8.378242818514506,eval,losses.csv
4938,45750,train,3.431626558303833,0.0002493932587714,8.37873709599177,train,losses.csv
4939,45750,val,3.43002088546753,0.0002493932587714,8.378242818514506,eval,losses.csv
4941,45760,train,3.399044990539551,0.0002493725419505,8.38344577550888,train,losses.csv
4942,45770,train,3.408069610595703,0.0002493518218687,8.388122165203095,train,losses.csv
4943,45780,train,3.3297460079193115,0.0002493310985267,8.392827347914379,train,losses.csv
4944,45790,train,3.410364151000977,0.0002493103719253,8.397504699230193,train,losses.csv
4945,45800,train,3.3687798976898193,0.0002492896420653,8.402282357215881,train,losses.csv
4946,45810,train,3.2565977573394775,0.0002492689089476,8.406973000367483,train,losses.csv
4947,45820,train,3.3938302993774414,0.0002492481725729,8.41165696779887,train,losses.csv
4948,45830,train,3.4330341815948486,0.000249227432942,8.416345596313477,train,losses.csv
4949,45840,train,3.411207437515259,0.0002492066900558,8.42102272907893,train,losses.csv
4950,45850,train,3.389603853225708,0.000249185943915,8.425703875223796,train,losses.csv
4951,45860,train,3.3749427795410156,0.0002491651945205,8.43039694627126,train,losses.csv
4952,45870,train,3.376126527786255,0.000249144441873,8.43507749636968,train,losses.csv
4953,45880,train,3.462754726409912,0.0002491236859733,8.439774719874064,train,losses.csv
4954,45890,train,3.4894778728485107,0.0002491029268223,8.444471522172291,train,losses.csv
4955,45900,train,3.403874397277832,0.0002490821644207,8.449150816599529,train,losses.csv
4956,45910,train,3.409680128097534,0.0002490613987693,8.453843092918396,train,losses.csv
4957,45920,train,3.3848235607147217,0.0002490406298691,8.458520301183064,train,losses.csv
4958,45930,train,3.4896509647369385,0.0002490198577206,8.463200223445892,train,losses.csv
4959,45940,train,3.2689473628997803,0.0002489990823249,8.467883781592052,train,losses.csv
4960,45950,train,3.5258171558380127,0.0002489783036826,8.47258802652359,train,losses.csv
4961,45960,train,3.4529693126678467,0.0002489575217945,8.477274982134501,train,losses.csv
4962,45970,train,3.5096235275268555,0.0002489367366615,8.48196671406428,train,losses.csv
4963,45980,train,3.4605016708374023,0.0002489159482844,8.486651249726613,train,losses.csv
4964,45990,train,3.4029552936553955,0.000248895156664,8.4913458943367,train,losses.csv
4967,46000,train,3.4214221668243407,0.000248874361801,8.521835593382518,eval,losses.csv
4965,46000,train,3.477797031402588,0.000248874361801,8.522331353028616,train,losses.csv
4966,46000,val,3.4383560848236083,0.000248874361801,8.521835593382518,eval,losses.csv
4968,46010,train,3.4334115982055664,0.0002488535636964,8.527028338114421,train,losses.csv
4969,46020,train,3.397129535675049,0.0002488327623508,8.531719040870666,train,losses.csv
4970,46030,train,3.283525228500366,0.0002488119577651,8.536417452494304,train,losses.csv
4971,46040,train,3.520193338394165,0.0002487911499401,8.541102441151937,train,losses.csv
4972,46050,train,3.417235851287842,0.0002487703388766,8.545784282684327,train,losses.csv
4973,46060,train,3.4213430881500244,0.0002487495245753,8.550478140513102,train,losses.csv
4974,46070,train,3.260791063308716,0.0002487287070372,8.55518463452657,train,losses.csv
4975,46080,train,3.374638319015503,0.000248707886263,8.559875059127808,train,losses.csv
4976,46090,train,3.4024362564086914,0.0002486870622535,8.564560794830323,train,losses.csv
4977,46100,train,3.478266954421997,0.0002486662350096,8.569240589936575,train,losses.csv
4978,46110,train,3.4282827377319336,0.0002486454045319,8.573928133646648,train,losses.csv
4979,46120,train,3.5532572269439697,0.0002486245708214,8.57860370874405,train,losses.csv
4980,46130,train,3.317253351211548,0.0002486037338789,8.58328419526418,train,losses.csv
4981,46140,train,3.3543407917022705,0.000248582893705,8.587973189353942,train,losses.csv
4982,46150,train,3.387957811355591,0.0002485620503007,8.592652781804402,train,losses.csv
4983,46160,train,3.5300188064575195,0.0002485412036668,8.597336363792419,train,losses.csv
4984,46170,train,3.4703242778778076,0.000248520353804,8.602025059858958,train,losses.csv
4985,46180,train,3.3926970958709717,0.0002484995007132,8.606716831525167,train,losses.csv
4986,46190,train,3.460096597671509,0.0002484786443952,8.61140199104945,train,losses.csv
4987,46200,train,3.3558778762817383,0.0002484577848507,8.616092944145203,train,losses.csv
4988,46210,train,3.409428119659424,0.0002484369220806,8.620781755447387,train,losses.csv
4989,46220,train,3.3325231075286865,0.0002484160560857,8.625473244984944,train,losses.csv
4990,46230,train,3.595227003097534,0.0002483951868668,8.630146698156993,train,losses.csv
4991,46240,train,3.441044807434082,0.0002483743144247,8.634828317165375,train,losses.csv
4994,46250,train,3.441625466346741,0.0002483534387602,8.665293415387472,eval,losses.csv
4992,46250,train,3.3435397148132324,0.0002483534387602,8.665787887573241,train,losses.csv
4993,46250,val,3.416122808456421,0.0002483534387602,8.665293415387472,eval,losses.csv
4995,46260,train,3.509408712387085,0.0002483325598741,8.67048024336497,train,losses.csv
4996,46270,train,3.4620513916015625,0.0002483116777672,8.675175281365712,train,losses.csv
4997,46280,train,3.370187282562256,0.0002482907924404,8.679853542645771,train,losses.csv
4998,46290,train,3.311671733856201,0.0002482699038944,8.684539186954499,train,losses.csv
4999,46300,train,3.43190860748291,0.00024824901213,8.689226977030437,train,losses.csv
5000,46310,train,3.41105580329895,0.0002482281171481,8.693911770979563,train,losses.csv
5001,46320,train,3.509715795516968,0.0002482072189494,8.698597300052644,train,losses.csv
5002,46330,train,3.4669134616851807,0.0002481863175348,8.70326481660207,train,losses.csv
5003,46340,train,3.492690086364746,0.0002481654129051,8.707954585552216,train,losses.csv
5004,46350,train,3.485811710357666,0.0002481445050611,8.712627712885539,train,losses.csv
5005,46360,train,3.4121806621551514,0.0002481235940036,8.717304646968842,train,losses.csv
5006,46370,train,3.3180031776428223,0.0002481026797333,8.72199620405833,train,losses.csv
5007,46380,train,3.5179953575134277,0.0002480817622512,8.726673082510631,train,losses.csv
5008,46390,train,3.3547070026397705,0.0002480608415579,8.731365784009297,train,losses.csv
5009,46400,train,3.420414924621582,0.0002480399176544,8.736051575342815,train,losses.csv
5010,46410,train,3.43826675415039,0.0002480189905415,8.740731910864513,train,losses.csv
5011,46420,train,3.3107893466949463,0.0002479980602198,8.745418957869212,train,losses.csv
5012,46430,train,3.472899913787842,0.0002479771266903,8.750115982691447,train,losses.csv
5013,46440,train,3.5237672328948975,0.0002479561899538,8.754791235923767,train,losses.csv
5014,46450,train,3.4062540531158447,0.0002479352500111,8.75946337779363,train,losses.csv
5015,46460,train,3.4061126708984375,0.0002479143068629,8.764152105649313,train,losses.csv
5016,46470,train,3.3956542015075684,0.0002478933605101,8.768852440516154,train,losses.csv
5017,46480,train,3.3869478702545166,0.0002478724109535,8.773520902792614,train,losses.csv
5018,46490,train,3.4708728790283203,0.0002478514581939,8.778206729888916,train,losses.csv
5021,46500,train,3.413275728225708,0.0002478305022321,8.808699639638265,eval,losses.csv
5019,46500,train,3.410628080368042,0.0002478305022321,8.809201582272847,train,losses.csv
5020,46500,val,3.424969058036804,0.0002478305022321,8.808699639638265,eval,losses.csv
5022,46510,train,3.3980772495269775,0.000247809543069,8.813897669315338,train,losses.csv
5023,46520,train,3.5064637660980225,0.0002477885807053,8.81857188542684,train,losses.csv
5024,46530,train,3.482804298400879,0.0002477676151418,8.823263704776764,train,losses.csv
5025,46540,train,3.4342966079711914,0.0002477466463794,8.82794394493103,train,losses.csv
5026,46550,train,3.483208656311035,0.0002477256744188,8.832615331808727,train,losses.csv
5027,46560,train,3.444044828414917,0.000247704699261,8.837272564570108,train,losses.csv
5028,46570,train,3.392103672027588,0.0002476837209066,8.841935726006826,train,losses.csv
5029,46580,train,3.460139274597168,0.0002476627393565,8.846589489777882,train,losses.csv
5030,46590,train,3.339461326599121,0.0002476417546115,8.851231189568837,train,losses.csv
5031,46600,train,3.446716547012329,0.0002476207666725,8.855894859631857,train,losses.csv
5032,46610,train,3.484862804412842,0.0002475997755402,8.860559113820393,train,losses.csv
5033,46620,train,3.4687399864196777,0.0002475787812154,8.865194523334504,train,losses.csv
5034,46630,train,3.466902732849121,0.000247557783699,8.869854327042898,train,losses.csv
5035,46640,train,3.5306100845336914,0.0002475367829917,8.874519276618958,train,losses.csv
5036,46650,train,3.400935411453247,0.0002475157790944,8.879165550072988,train,losses.csv
5037,46660,train,3.435338258743286,0.0002474947720079,8.88382598956426,train,losses.csv
5038,46670,train,3.548739194869995,0.000247473761733,8.888490955034891,train,losses.csv
5039,46680,train,3.4231913089752197,0.0002474527482706,8.893129289150238,train,losses.csv
5040,46690,train,3.4677295684814453,0.0002474317316213,8.897804125150044,train,losses.csv
5041,46700,train,3.422987937927246,0.0002474107117861,8.902473787466684,train,losses.csv
5042,46710,train,3.3831348419189453,0.0002473896887657,8.90711351633072,train,losses.csv
5043,46720,train,3.538846492767334,0.000247368662561,8.911781771977742,train,losses.csv
5044,46730,train,3.454856634140014,0.0002473476331728,8.916458563009899,train,losses.csv
5045,46740,train,3.437565326690674,0.0002473266006019,8.921125280857087,train,losses.csv
5048,46750,train,3.413746337890625,0.000247305564849,8.951340246200562,eval,losses.csv
5046,46750,train,3.345658779144287,0.000247305564849,8.951826608181,train,losses.csv
5047,46750,val,3.4308868789672853,0.000247305564849,8.951340246200562,eval,losses.csv
5049,46760,train,3.431469202041626,0.0002472845259151,8.95650138060252,train,losses.csv
5050,46770,train,3.3615074157714844,0.0002472634838009,8.961160560448965,train,losses.csv
5051,46780,train,3.390801429748535,0.0002472424385073,8.965813450018565,train,losses.csv
5052,46790,train,3.3694517612457275,0.000247221390035,8.970474974314373,train,losses.csv
5053,46800,train,3.4017014503479004,0.0002472003383848,8.975150469938914,train,losses.csv
5054,46810,train,3.403632640838623,0.0002471792835577,8.97981835603714,train,losses.csv
5055,46820,train,3.42535400390625,0.0002471582255543,8.984473339716594,train,losses.csv
5056,46830,train,3.3679816722869873,0.0002471371643756,8.989127628008525,train,losses.csv
5057,46840,train,3.411546230316162,0.0002471161000222,8.99378445148468,train,losses.csv
5058,46850,train,3.3041701316833496,0.0002470950324952,8.998440933227538,train,losses.csv
5059,46860,train,3.397172689437866,0.0002470739617951,9.00310374101003,train,losses.csv
5060,46870,train,3.41776180267334,0.000247052887923,9.007772167523704,train,losses.csv
5061,46880,train,3.311774492263794,0.0002470318108795,9.012427536646523,train,losses.csv
5062,46890,train,3.45088267326355,0.0002470107306655,9.017077120145162,train,losses.csv
5063,46900,train,3.454251527786255,0.0002469896472818,9.0217315753301,train,losses.csv
5064,46910,train,3.3062374591827393,0.0002469685607292,9.0263840953509,train,losses.csv
5065,46920,train,3.3654415607452393,0.0002469474710086,9.031060008207955,train,losses.csv
5066,46930,train,3.418524265289306,0.0002469263781207,9.035727210839587,train,losses.csv
5067,46940,train,3.4154555797576904,0.0002469052820664,9.04039040406545,train,losses.csv
5068,46950,train,3.338079929351806,0.0002468841828465,9.04503773053487,train,losses.csv
5069,46960,train,3.4723267555236816,0.0002468630804618,9.049702711900077,train,losses.csv
5070,46970,train,3.4107306003570557,0.0002468419749131,9.054374607404071,train,losses.csv
5071,46980,train,3.5180795192718506,0.0002468208662012,9.059031478563943,train,losses.csv
5072,46990,train,3.4328043460845947,0.000246799754327,9.06369431813558,train,losses.csv
5075,47000,train,3.4036374855041505,0.0002467786392912,9.0938902815183,eval,losses.csv
5073,47000,train,3.3602969646453857,0.0002467786392912,9.09437860250473,train,losses.csv
5074,47000,val,3.4223337745666504,0.0002467786392912,9.0938902815183,eval,losses.csv
5076,47010,train,3.4910898208618164,0.0002467575210948,9.099051996072133,train,losses.csv
5077,47020,train,3.484042167663574,0.0002467363997384,9.103707909584044,train,losses.csv
5078,47030,train,3.375361680984497,0.0002467152752229,9.108373268445332,train,losses.csv
5079,47040,train,3.408418655395508,0.0002466941475492,9.113028577963512,train,losses.csv
5080,47050,train,3.3678853511810303,0.000246673016718,9.117689935366313,train,losses.csv
5081,47060,train,3.413846015930176,0.0002466518827302,9.12235233783722,train,losses.csv
5082,47070,train,3.4079835414886475,0.0002466307455865,9.127029077212017,train,losses.csv
5083,47080,train,3.4694440364837646,0.0002466096052878,9.131690529982247,train,losses.csv
5084,47090,train,3.474374771118164,0.000246588461835,9.136343892415365,train,losses.csv
5085,47100,train,3.353114366531372,0.0002465673152288,9.140991485118866,train,losses.csv
5086,47110,train,3.478858232498169,0.00024654616547,9.1456383506457,train,losses.csv
5087,47120,train,3.399787187576294,0.0002465250125595,9.150296549002327,train,losses.csv
5088,47130,train,3.506307601928711,0.0002465038564981,9.154956018924713,train,losses.csv
5089,47140,train,3.3941030502319336,0.0002464826972866,9.159624286492663,train,losses.csv
5090,47150,train,3.3606984615325928,0.0002464615349258,9.164293281237285,train,losses.csv
5091,47160,train,3.44425892829895,0.0002464403694165,9.16895126104355,train,losses.csv
5092,47170,train,3.376957416534424,0.0002464192007596,9.173613699277242,train,losses.csv
5093,47180,train,3.3890295028686523,0.0002463980289558,9.178273677825928,train,losses.csv
5094,47190,train,3.448861598968506,0.0002463768540061,9.182932297388712,train,losses.csv
5095,47200,train,3.440703868865967,0.0002463556759111,9.187595903873444,train,losses.csv
5096,47210,train,3.2859907150268555,0.0002463344946718,9.192252564430238,train,losses.csv
5097,47220,train,3.385544776916504,0.000246313310289,9.19691477616628,train,losses.csv
5098,47230,train,3.417804718017578,0.0002462921227634,9.201589461167654,train,losses.csv
