,step,split,loss,lr,elapsed_min,kind,source_file
79,730,train,5.130590438842773,0.0002462450281255,0.8353888233502705,train,losses.csv
80,740,train,5.079736709594727,0.0002443510090594,0.8446678400039673,train,losses.csv
83,750,train,5.101759014129638,0.0002424328189073,0.9136592149734496,eval,losses.csv
81,750,train,5.084083557128906,0.0002424328189073,0.9726670543352764,train,losses.csv
82,750,val,5.0782010364532475,0.0002424328189073,0.9136592149734496,eval,losses.csv
84,760,train,5.0144476890563965,0.0002404910419685,0.9778613249460856,train,losses.csv
85,770,train,5.054222106933594,0.000238526269727,0.9826148509979248,train,losses.csv
86,780,train,5.075623035430908,0.0002365391006714,0.987580668926239,train,losses.csv
87,790,train,5.1253533363342285,0.0002345301401128,0.994266168276469,train,losses.csv
88,800,train,5.028475761413574,0.0002324999999999,1.0021145979563395,train,losses.csv
89,810,train,5.108058452606201,0.0002304492987332,1.0100130438804626,train,losses.csv
90,820,train,5.03314208984375,0.000228378660976,1.017854130268097,train,losses.csv
91,830,train,4.9383087158203125,0.0002262887174648,1.0256527264912922,train,losses.csv
92,840,train,5.008394718170166,0.0002241801048165,1.0335127512613933,train,losses.csv
93,850,train,5.060195446014404,0.0002220534653349,1.04132080078125,train,losses.csv
94,860,train,4.945498943328857,0.0002199094468152,1.049192758401235,train,losses.csv
95,870,train,4.972091197967529,0.000217748702346,1.0570669333140057,train,losses.csv
96,880,train,5.007700443267822,0.0002155718901111,1.0649605909983315,train,losses.csv
97,890,train,4.931950092315674,0.0002133796731886,1.0727686484654744,train,losses.csv
98,900,train,4.853970527648926,0.0002111727193489,1.080569060643514,train,losses.csv
99,910,train,4.96741247177124,0.0002089517008517,1.0883676052093505,train,losses.csv
100,920,train,4.991934776306152,0.0002067172942406,1.0962607860565186,train,losses.csv
101,930,train,4.962671279907227,0.0002044701801375,1.1041462024052937,train,losses.csv
102,940,train,4.8720808029174805,0.0002022110430352,1.111948823928833,train,losses.csv
103,950,train,4.875530242919922,0.0001999405710888,1.119788157939911,train,losses.csv
104,960,train,4.866130352020264,0.0001976594559059,1.127696673075358,train,losses.csv
105,970,train,4.791584491729736,0.0001953683923364,1.1355454246203105,train,losses.csv
106,980,train,4.882218360900879,0.0001930680782603,1.14340980052948,train,losses.csv
107,990,train,4.943660736083984,0.0001907592143758,1.151320461432139,train,losses.csv
109,1000,train,4.878882913589478,0.000188442503985,1.2116111040115356,eval,losses.csv
108,1000,train,4.928990364074707,0.000188442503985,1.2624946077664694,train,losses.csv
110,1000,val,4.881005525588989,0.000188442503985,1.2116111040115356,eval,losses.csv
111,1010,train,4.836930751800537,0.0001861186527804,1.2677558739980062,train,losses.csv
112,1020,train,4.884343147277832,0.0001837883686296,1.2725000500679016,train,losses.csv
113,1030,train,4.905422687530518,0.0001814523613596,1.2775052706400554,train,losses.csv
114,1040,train,4.8506646156311035,0.0001791113425411,1.283480242888133,train,losses.csv
115,1050,train,4.882968902587891,0.0001767660252709,1.2905884901682536,train,losses.csv
116,1060,train,4.775760650634766,0.0001744171239554,1.297930932044983,train,losses.csv
117,1070,train,4.844570636749268,0.0001720653540927,1.3053041577339173,train,losses.csv
118,1080,train,4.733593940734863,0.0001697114320548,1.3126781185468035,train,losses.csv
119,1090,train,4.836589336395264,0.000167356074869,1.3199905355771382,train,losses.csv
120,1100,train,4.932133197784424,0.0001649999999999,1.327322781085968,train,losses.csv
121,1110,train,4.826927661895752,0.0001626439251309,1.3347307364145915,train,losses.csv
122,1120,train,4.857593059539795,0.0001602885679451,1.342451318105062,train,losses.csv
123,1130,train,4.728407859802246,0.0001579346459072,1.3511673967043558,train,losses.csv
124,1140,train,4.8745551109313965,0.0001555828760445,1.3598734855651855,train,losses.csv
125,1150,train,4.8496928215026855,0.000153233974729,1.368626892566681,train,losses.csv
126,1160,train,4.813075065612793,0.0001508886574588,1.377380641301473,train,losses.csv
127,1170,train,4.7208638191223145,0.0001485476386403,1.38610467116038,train,losses.csv
128,1180,train,4.708539962768555,0.0001462116313703,1.394849713643392,train,losses.csv
129,1190,train,4.748011112213135,0.0001438813472195,1.4035889188448587,train,losses.csv
130,1200,train,4.768442630767822,0.0001415574960149,1.4123432834943137,train,losses.csv
131,1210,train,4.737140655517578,0.0001392407856241,1.421152154604594,train,losses.csv
132,1220,train,4.789670944213867,0.0001369319217396,1.4299309929211934,train,losses.csv
133,1230,train,4.767439842224121,0.0001346316076635,1.43868590593338,train,losses.csv
134,1240,train,4.587866306304932,0.000132340544094,1.447459348042806,train,losses.csv
137,1250,train,4.72902548789978,0.0001300594289111,1.5127294699350993,eval,losses.csv
135,1250,train,4.639516830444336,0.0001300594289111,1.56090274254481,train,losses.csv
136,1250,val,4.723957090377808,0.0001300594289111,1.5127294699350993,eval,losses.csv
138,1260,train,4.760279178619385,0.0001277889569647,1.5665429989496866,train,losses.csv
139,1270,train,4.760174751281738,0.0001255298198624,1.571282986799876,train,losses.csv
140,1280,train,4.692163944244385,0.0001232827057593,1.576331015427907,train,losses.csv
141,1290,train,4.722784042358398,0.0001210482991482,1.582862643400828,train,losses.csv
142,1300,train,4.620918273925781,0.000118827280651,1.5901128729184468,train,losses.csv
143,1310,train,4.698633670806885,0.0001166203268113,1.5985814412434896,train,losses.csv
144,1320,train,4.531515121459961,0.0001144281098888,1.6070450027783711,train,losses.csv
145,1330,train,4.763659954071045,0.0001122512976539,1.6155216852823893,train,losses.csv
146,1340,train,4.613101959228516,0.0001100905531847,1.623972237110138,train,losses.csv
147,1350,train,4.633028030395508,0.000107946534665,1.6324283639589945,train,losses.csv
148,1360,train,4.667983531951904,0.0001058198951834,1.640891973177592,train,losses.csv
149,1370,train,4.637989044189453,0.0001037112825351,1.6493590116500854,train,losses.csv
150,1380,train,4.690459728240967,0.0001016213390239,1.6578238487243653,train,losses.csv
151,1390,train,4.696004867553711,9.955070126674448e-05,1.6662949800491331,train,losses.csv
152,1400,train,4.729944229125977,9.75e-05,1.6747528036435446,train,losses.csv
153,1410,train,4.678003787994385,9.546985988714264e-05,1.683205854892731,train,losses.csv
154,1420,train,4.672887802124023,9.346089932851734e-05,1.6916688203811645,train,losses.csv
155,1430,train,4.733800411224365,9.147373027297134e-05,1.7001409848531088,train,losses.csv
156,1440,train,4.56073522567749,8.950895803144919e-05,1.7086032430330913,train,losses.csv
157,1450,train,4.71888542175293,8.75671810926088e-05,1.7187130451202393,train,losses.csv
158,1460,train,4.680332183837891,8.564899094051613e-05,1.7288404901822407,train,losses.csv
159,1470,train,4.671994209289551,8.375497187447346e-05,1.738934338092804,train,losses.csv
160,1480,train,4.685967922210693,8.188570083103613e-05,1.749054249127706,train,losses.csv
161,1490,train,4.703782558441162,8.004174720827196e-05,1.7591839671134948,train,losses.csv
164,1500,train,4.627086544036866,7.822367269231717e-05,1.8331207076708476,eval,losses.csv
162,1500,train,4.6044745445251465,7.822367269231717e-05,1.8857303063074748,train,losses.csv
163,1500,val,4.641020250320435,7.822367269231717e-05,1.8331207076708476,eval,losses.csv
165,1510,train,4.614752769470215,7.643203108628153e-05,1.8911556760470072,train,losses.csv
166,1520,train,4.592597484588623,7.466736814155417e-05,1.8959069490432736,train,losses.csv
167,1530,train,4.660798072814941,7.293022139156271e-05,1.900771713256836,train,losses.csv
168,1540,train,4.701135158538818,7.122111998803535e-05,1.9059162537256875,train,losses.csv
169,1550,train,4.61553430557251,6.954058453981609e-05,1.9125895182291663,train,losses.csv
170,1560,train,4.560596466064453,6.788912695428212e-05,1.9212739666303,train,losses.csv
171,1570,train,4.632440567016602,6.626725028141198e-05,1.9304473439852396,train,losses.csv
172,1580,train,4.656579494476318,6.467544856055175e-05,1.9396913607915245,train,losses.csv
173,1590,train,4.603602409362793,6.311420666992577e-05,1.9487817923227944,train,losses.csv
174,1600,train,4.53156042098999,6.158400017893797e-05,1.9579030434290567,train,losses.csv
175,1610,train,4.523223400115967,6.008529520330892e-05,1.967090618610382,train,losses.csv
176,1620,train,4.673547744750977,5.861854826309254e-05,1.9762576699256895,train,losses.csv
177,1630,train,4.601248741149902,5.71842061436155e-05,1.985386808713277,train,losses.csv
178,1640,train,4.5324177742004395,5.5782705759382104e-05,1.99451984167099,train,losses.csv
179,1650,train,4.557783603668213,5.441447402098609e-05,2.0037185231844585,train,losses.csv
180,1660,train,4.598046779632568,5.307992770506938e-05,2.0129414200782776,train,losses.csv
181,1670,train,4.589280128479004,5.1779473327367765e-05,2.0221336245536805,train,losses.csv
182,1680,train,4.575619697570801,5.0513507018882495e-05,2.0312980890274046,train,losses.csv
183,1690,train,4.6847429275512695,4.928241440521485e-05,2.0405216058095297,train,losses.csv
184,1700,train,4.60591459274292,4.808657048910077e-05,2.049743672211965,train,losses.csv
185,1710,train,4.6150336265563965,4.692633953618157e-05,2.05895832379659,train,losses.csv
186,1720,train,4.578922271728516,4.580207496404485e-05,2.0681161284446716,train,losses.csv
187,1730,train,4.556182861328125,4.471411923457034e-05,2.077301386992137,train,losses.csv
188,1740,train,4.524960994720459,4.366280374961248e-05,2.086506013075511,train,losses.csv
191,1750,train,4.576667308807373,4.264844875005226e-05,2.1608651161193846,eval,losses.csv
189,1750,train,4.4678850173950195,4.264844875005226e-05,2.206559101740519,train,losses.csv
190,1750,val,4.573634815216065,4.264844875005226e-05,2.1608651161193846,eval,losses.csv
192,1760,train,4.553743839263916,4.167136321824887e-05,2.211861042181651,train,losses.csv
193,1770,train,4.629843235015869,4.073184478392055e-05,2.2167067845662434,train,losses.csv
194,1780,train,4.578273296356201,3.983017963348371e-05,2.2225310603777566,train,losses.csv
195,1790,train,4.532088756561279,3.896664242287778e-05,2.229420860608419,train,losses.csv
196,1800,train,4.650589466094971,3.814149619390238e-05,2.236557118097941,train,losses.csv
197,1810,train,4.421498775482178,3.735499229409223e-05,2.244619508584341,train,losses.csv
198,1820,train,4.5778350830078125,3.660737030015427e-05,2.2541294574737547,train,losses.csv
199,1830,train,4.569701194763184,3.589885794499021e-05,2.2638777057329813,train,losses.csv
200,1840,train,4.4403767585754395,3.522967104832695e-05,2.27366677125295,train,losses.csv
201,1850,train,4.500607967376709,3.4600013450975794e-05,2.283442767461141,train,losses.csv
202,1860,train,4.515832901000977,3.401007695274048e-05,2.29305206934611,train,losses.csv
203,1870,train,4.520949840545654,3.346004125399326e-05,2.302723244825999,train,losses.csv
204,1880,train,4.466787815093994,3.2950073900936234e-05,2.3124987840652467,train,losses.csv
205,1890,train,4.6176252365112305,3.248033023456536e-05,2.3222430904706317,train,losses.csv
206,1900,train,4.671441555023193,3.205095334335192e-05,2.3319873452186584,train,losses.csv
207,1910,train,4.539406776428223,3.1662074019656414e-05,2.341582405567169,train,losses.csv
208,1920,train,4.528071403503418,3.1313810719888e-05,2.351610815525055,train,losses.csv
209,1930,train,4.566442489624023,3.1006269528421535e-05,2.361394921938578,train,losses.csv
210,1940,train,4.492812633514404,3.0739544125283105e-05,2.37122665643692,train,losses.csv
211,1950,train,4.566123962402344,3.0513715757614352e-05,2.3810424208641052,train,losses.csv
212,1960,train,4.623531341552734,3.0328853214923733e-05,2.3908871253331503,train,losses.csv
213,1970,train,4.582653045654297,3.018501280813253e-05,2.400699269771576,train,losses.csv
214,1980,train,4.424449920654297,3.0082238352422073e-05,2.4104751706123353,train,losses.csv
215,1990,train,4.536634922027588,3.002056115388718e-05,2.420339826742808,train,losses.csv
216,2000,train,4.5532349109649655,3e-05,2.501089290777842,eval,losses.csv
217,2000,val,4.536970205307007,3e-05,2.501089290777842,eval,losses.csv
218,2010,train,4.626567840576172,0.0002975497522068,0.0294227679570515,train,losses.csv
219,2020,train,4.6376051902771,0.0002975226861925,0.0340263088544209,train,losses.csv
220,2030,train,4.7042388916015625,0.0002974954728936,0.0386251807212829,train,losses.csv
221,2040,train,4.679453372955322,0.0002974681123403,0.0432272950808207,train,losses.csv
222,2050,train,4.5720648765563965,0.0002974406045631,0.0478290677070617,train,losses.csv
223,2060,train,4.604979515075684,0.0002974129495924,0.0524491508801778,train,losses.csv
224,2070,train,4.601113796234131,0.0002973851474591,0.057057245572408,train,losses.csv
225,2080,train,4.640693664550781,0.000297357198194,0.061668582757314,train,losses.csv
226,2090,train,4.591744422912598,0.0002973291018283,0.0662880023320516,train,losses.csv
227,2100,train,4.545283317565918,0.000297300858393,0.0709015329678853,train,losses.csv
228,2110,train,4.560967922210693,0.0002972724679197,0.0755315979321797,train,losses.csv
229,2120,train,4.642741680145264,0.0002972439304398,0.0801473220189412,train,losses.csv
230,2130,train,4.605978488922119,0.0002972152459851,0.0847796042760213,train,losses.csv
231,2140,train,4.484276294708252,0.0002971864145875,0.0894027471542358,train,losses.csv
232,2150,train,4.647830963134766,0.000297157436279,0.0940197547276814,train,losses.csv
233,2160,train,4.5986328125,0.0002971283110918,0.0986422260602315,train,losses.csv
234,2170,train,4.482882499694824,0.0002970990390583,0.1032569011052449,train,losses.csv
235,2180,train,4.561630725860596,0.000297069620211,0.1078747391700744,train,losses.csv
236,2190,train,4.474387168884277,0.0002970400545826,0.1124944368998209,train,losses.csv
237,2200,train,4.596521854400635,0.0002970103422059,0.117113443215688,train,losses.csv
238,2210,train,4.617373466491699,0.0002969804831141,0.1217396338780721,train,losses.csv
239,2220,train,4.522184371948242,0.0002969504773403,0.1263585885365804,train,losses.csv
240,2230,train,4.6218132972717285,0.0002969203249177,0.1309813936551412,train,losses.csv
241,2240,train,4.669211387634277,0.00029689002588,0.1356073975563049,train,losses.csv
242,2250,train,4.527129631042481,0.0002968595802608,0.167440112431844,eval,losses.csv
244,2250,train,4.545436859130859,0.0002968595802608,0.2313768664995829,train,losses.csv
243,2250,val,4.534039173126221,0.0002968595802608,0.167440112431844,eval,losses.csv
245,2260,train,4.562991619110107,0.000296828988094,0.236804453531901,train,losses.csv
246,2270,train,4.529517650604248,0.0002967982494135,0.2414236744244893,train,losses.csv
247,2280,train,4.558715343475342,0.0002967673642535,0.2460283835728963,train,losses.csv
248,2290,train,4.4952311515808105,0.0002967363326484,0.250645367304484,train,losses.csv
249,2300,train,4.562150001525879,0.0002967051546326,0.2552763342857361,train,losses.csv
250,2310,train,4.502011299133301,0.0002966738302407,0.2598985473314921,train,losses.csv
251,2320,train,4.4479660987854,0.0002966423595077,0.2645334919293721,train,losses.csv
252,2330,train,4.4644293785095215,0.0002966107424684,0.269161581993103,train,losses.csv
253,2340,train,4.457308292388916,0.000296578979158,0.2737914363543192,train,losses.csv
254,2350,train,4.4103851318359375,0.0002965470696118,0.2784282008806864,train,losses.csv
255,2360,train,4.511201858520508,0.0002965150138653,0.2830651720364888,train,losses.csv
256,2370,train,4.528584957122803,0.0002964828119541,0.2877170562744141,train,losses.csv
257,2380,train,4.535285472869873,0.000296450463914,0.2923522472381591,train,losses.csv
258,2390,train,4.499717712402344,0.0002964179697809,0.2969785968462626,train,losses.csv
259,2400,train,4.416548728942871,0.0002963853295909,0.3016202886899312,train,losses.csv
260,2410,train,4.48849630355835,0.0002963525433804,0.3062663555145263,train,losses.csv
261,2420,train,4.531733989715576,0.0002963196111858,0.3109150091807047,train,losses.csv
262,2430,train,4.516051292419434,0.0002962865330436,0.3155499140421549,train,losses.csv
263,2440,train,4.460161209106445,0.0002962533089906,0.320191220442454,train,losses.csv
264,2450,train,4.418088912963867,0.0002962199390638,0.3248356779416402,train,losses.csv
265,2460,train,4.519933700561523,0.0002961864233002,0.3294832507769267,train,losses.csv
266,2470,train,4.544547080993652,0.0002961527617371,0.334119721253713,train,losses.csv
267,2480,train,4.371852397918701,0.000296118954412,0.3387704014778137,train,losses.csv
268,2490,train,4.583862781524658,0.0002960850013623,0.3434306462605794,train,losses.csv
269,2500,train,4.429910326004029,0.0002960509026258,0.3735137621561686,eval,losses.csv
271,2500,train,4.463995456695557,0.0002960509026258,0.4352810660998026,train,losses.csv
270,2500,val,4.443125953674317,0.0002960509026258,0.3735137621561686,eval,losses.csv
272,2510,train,4.4515461921691895,0.0002960166582404,0.4406789620717367,train,losses.csv
273,2520,train,4.4783034324646,0.0002959822682441,0.445305327574412,train,losses.csv
274,2530,train,4.45416784286499,0.0002959477326753,0.4499548196792602,train,losses.csv
275,2540,train,4.494226932525635,0.0002959130515722,0.4545979142189026,train,losses.csv
276,2550,train,4.447806358337402,0.0002958782249734,0.4592427213986714,train,losses.csv
277,2560,train,4.445694923400879,0.0002958432529177,0.463902751604716,train,losses.csv
278,2570,train,4.417582035064697,0.0002958081354438,0.4685574690500895,train,losses.csv
279,2580,train,4.506163597106934,0.0002957728725909,0.4732247908910115,train,losses.csv
280,2590,train,4.418009281158447,0.000295737464398,0.4778773427009583,train,losses.csv
281,2600,train,4.37507438659668,0.0002957019109046,0.4825222094853719,train,losses.csv
282,2610,train,4.461647987365723,0.0002956662121502,0.4871950626373291,train,losses.csv
283,2620,train,4.508432865142822,0.0002956303681745,0.4918657382329305,train,losses.csv
284,2630,train,4.40169620513916,0.0002955943790172,0.4965385675430298,train,losses.csv
285,2640,train,4.382607936859131,0.0002955582447184,0.5012119730313619,train,losses.csv
286,2650,train,4.379275321960449,0.0002955219653182,0.5058804194132487,train,losses.csv
287,2660,train,4.429634094238281,0.000295485540857,0.5105432868003845,train,losses.csv
288,2670,train,4.312346935272217,0.0002954489713752,0.5152197043100993,train,losses.csv
289,2680,train,4.361080646514893,0.0002954122569136,0.519900135199229,train,losses.csv
290,2690,train,4.340280532836914,0.0002953753975128,0.5245548089345297,train,losses.csv
291,2700,train,4.312628269195557,0.0002953383932139,0.5292517503102621,train,losses.csv
292,2710,train,4.473425388336182,0.0002953012440579,0.5339375456174215,train,losses.csv
293,2720,train,4.2148847579956055,0.0002952639500863,0.5386054873466491,train,losses.csv
294,2730,train,4.368337154388428,0.0002952265113403,0.5432700435320537,train,losses.csv
295,2740,train,4.417628288269043,0.0002951889278617,0.5479586561520894,train,losses.csv
296,2750,train,4.362896404266357,0.0002951511996922,0.5782779256502787,eval,losses.csv
298,2750,train,4.281867027282715,0.0002951511996922,0.6271344145139058,train,losses.csv
297,2750,val,4.359641332626342,0.0002951511996922,0.5782779256502787,eval,losses.csv
299,2760,train,4.288463592529297,0.0002951133268736,0.6326285044352213,train,losses.csv
300,2770,train,4.417038917541504,0.0002950753094483,0.6372981349627177,train,losses.csv
301,2780,train,4.306626319885254,0.0002950371474583,0.641966990629832,train,losses.csv
302,2790,train,4.335549831390381,0.000294998840946,0.6466365933418274,train,losses.csv
303,2800,train,4.407808303833008,0.0002949603899542,0.6512983441352844,train,losses.csv
304,2810,train,4.427981376647949,0.0002949217945254,0.6559775153795878,train,losses.csv
305,2820,train,4.302511215209961,0.0002948830547026,0.6606474240620931,train,losses.csv
306,2830,train,4.325859069824219,0.0002948441705288,0.665331768989563,train,losses.csv
307,2840,train,4.3767924308776855,0.0002948051420473,0.670016860961914,train,losses.csv
308,2850,train,4.252697944641113,0.0002947659693015,0.6746985077857971,train,losses.csv
309,2860,train,4.320614337921143,0.0002947266523348,0.679381529490153,train,losses.csv
310,2870,train,4.298765182495117,0.000294687191191,0.6840603748957316,train,losses.csv
311,2880,train,4.315036773681641,0.0002946475859139,0.6887338081995646,train,losses.csv
312,2890,train,4.327511310577393,0.0002946078365475,0.6934154907862345,train,losses.csv
313,2900,train,4.320620059967041,0.0002945679431361,0.698092790444692,train,losses.csv
314,2910,train,4.188632011413574,0.0002945279057239,0.7027805566787719,train,losses.csv
315,2920,train,4.229733467102051,0.0002944877243554,0.707449738184611,train,losses.csv
316,2930,train,4.235157489776611,0.0002944473990754,0.7121395905812581,train,losses.csv
317,2940,train,4.264340877532959,0.0002944069299286,0.7168071905771891,train,losses.csv
318,2950,train,4.297958850860596,0.00029436631696,0.7214921752611796,train,losses.csv
319,2960,train,4.333853244781494,0.0002943255602148,0.7261861244837443,train,losses.csv
320,2970,train,4.313085556030273,0.0002942846597381,0.7308714151382446,train,losses.csv
321,2980,train,4.305824279785156,0.0002942436155756,0.7355579376220703,train,losses.csv
322,2990,train,4.300338268280029,0.0002942024277728,0.7402364492416382,train,losses.csv
323,3000,train,4.277418088912964,0.0002941610963754,0.7705763459205628,eval,losses.csv
325,3000,train,4.338367462158203,0.0002941610963754,0.8331824700037639,train,losses.csv
324,3000,val,4.287298173904419,0.0002941610963754,0.7705763459205628,eval,losses.csv
326,3010,train,4.4922261238098145,0.0002941196214295,0.8385363896687825,train,losses.csv
327,3020,train,4.317941188812256,0.0002940780029811,0.8431866884231567,train,losses.csv
328,3030,train,4.254035472869873,0.0002940362410765,0.8478463411331176,train,losses.csv
329,3040,train,4.247360706329346,0.000293994335762,0.8525296608606975,train,losses.csv
330,3050,train,4.314770698547363,0.0002939522870844,0.8571981827418009,train,losses.csv
331,3060,train,4.170279026031494,0.0002939100950902,0.861874767144521,train,losses.csv
332,3070,train,4.305011749267578,0.0002938677598263,0.8665421406428019,train,losses.csv
333,3080,train,4.172002792358398,0.0002938252813399,0.8712218205134074,train,losses.csv
334,3090,train,4.220090866088867,0.0002937826596782,0.8758818507194519,train,losses.csv
335,3100,train,4.201664924621582,0.0002937398948885,0.8805525541305542,train,losses.csv
336,3110,train,4.254266262054443,0.0002936969870183,0.8852272152900695,train,losses.csv
337,3120,train,4.10280704498291,0.0002936539361153,0.889895761013031,train,losses.csv
338,3130,train,4.236024856567383,0.0002936107422274,0.8945631583531698,train,losses.csv
339,3140,train,4.28812313079834,0.0002935674054026,0.8992569287618001,train,losses.csv
